reviewer_id,blind_id,domain,manual_status,indeterminate_reason,count_bin,evidence_quote,line_number,temporality,negation,subject,uncertainty_note
B,V012,mental_health_history,,,,,,,,,
B,V012,protective_or_absent_symptom,,,,,,,,,
B,V012,self_worth_guilt,,,,,,,,,
B,V012,sleep_fatigue_energy,,,,,,,,,
B,V012,suicide_self_harm,,,,,,,,,
B,V011,anhedonia_interest,,,,,,,,,
B,V011,appetite_weight,,,,,,,,,
B,V011,concentration_psychomotor,,,,,,,,,
B,V011,depressed_mood,,,,,,,,,
B,V011,functioning_impairment,,,,,,,,,
B,V011,mental_health_history,,,,,,,,,
B,V011,protective_or_absent_symptom,,,,,,,,,
B,V011,self_worth_guilt,,,,,,,,,
B,V011,sleep_fatigue_energy,,,,,,,,,
B,V011,suicide_self_harm,,,,,,,,,
B,V023,anhedonia_interest,,,,,,,,,
B,V023,appetite_weight,,,,,,,,,
B,V023,concentration_psychomotor,,,,,,,,,
B,V023,depressed_mood,,,,,,,,,
B,V023,functioning_impairment,,,,,,,,,
B,V023,mental_health_history,,,,,,,,,
B,V023,protective_or_absent_symptom,,,,,,,,,
B,V023,self_worth_guilt,,,,,,,,,
B,V023,sleep_fatigue_energy,,,,,,,,,
B,V023,suicide_self_harm,,,,,,,,,
B,V030,anhedonia_interest,,,,,,,,,
B,V030,appetite_weight,,,,,,,,,
B,V030,concentration_psychomotor,,,,,,,,,
B,V030,depressed_mood,,,,,,,,,
B,V030,functioning_impairment,,,,,,,,,
B,V030,mental_health_history,,,,,,,,,
B,V030,protective_or_absent_symptom,,,,,,,,,
B,V030,self_worth_guilt,,,,,,,,,
B,V030,sleep_fatigue_energy,,,,,,,,,
B,V030,suicide_self_harm,,,,,,,,,
B,V038,anhedonia_interest,,,,,,,,,
B,V038,appetite_weight,,,,,,,,,
B,V038,concentration_psychomotor,,,,,,,,,
B,V038,depressed_mood,,,,,,,,,
B,V038,functioning_impairment,,,,,,,,,
B,V038,mental_health_history,,,,,,,,,
B,V038,protective_or_absent_symptom,,,,,,,,,
B,V038,self_worth_guilt,,,,,,,,,
B,V038,sleep_fatigue_energy,,,,,,,,,
B,V038,suicide_self_harm,,,,,,,,,
B,V037,anhedonia_interest,,,,,,,,,
B,V037,appetite_weight,,,,,,,,,
B,V037,concentration_psychomotor,,,,,,,,,
B,V037,depressed_mood,,,,,,,,,
B,V037,functioning_impairment,,,,,,,,,
B,V037,mental_health_history,,,,,,,,,
B,V037,protective_or_absent_symptom,,,,,,,,,
B,V037,self_worth_guilt,,,,,,,,,
B,V037,sleep_fatigue_energy,,,,,,,,,
B,V037,suicide_self_harm,,,,,,,,,
B,V039,anhedonia_interest,,,,,,,,,
B,V039,appetite_weight,,,,,,,,,
B,V039,concentration_psychomotor,,,,,,,,,
B,V039,depressed_mood,,,,,,,,,
B,V039,functioning_impairment,,,,,,,,,
B,V039,mental_health_history,,,,,,,,,
B,V039,protective_or_absent_symptom,,,,,,,,,
B,V039,self_worth_guilt,,,,,,,,,
B,V039,sleep_fatigue_energy,,,,,,,,,
B,V039,suicide_self_harm,,,,,,,,,
B,V019,anhedonia_interest,,,,,,,,,
B,V019,appetite_weight,,,,,,,,,
B,V019,concentration_psychomotor,,,,,,,,,
B,V019,depressed_mood,,,,,,,,,
B,V019,functioning_impairment,,,,,,,,,
B,V019,mental_health_history,,,,,,,,,
B,V019,protective_or_absent_symptom,,,,,,,,,
B,V019,self_worth_guilt,,,,,,,,,
B,V019,sleep_fatigue_energy,,,,,,,,,
B,V019,suicide_self_harm,,,,,,,,,
B,V036,anhedonia_interest,,,,,,,,,
B,V036,appetite_weight,,,,,,,,,
B,V036,concentration_psychomotor,,,,,,,,,
B,V036,depressed_mood,,,,,,,,,
B,V036,functioning_impairment,,,,,,,,,
B,V036,mental_health_history,,,,,,,,,
B,V036,protective_or_absent_symptom,,,,,,,,,
B,V036,self_worth_guilt,,,,,,,,,
B,V036,sleep_fatigue_energy,,,,,,,,,
B,V036,suicide_self_harm,,,,,,,,,
B,V040,anhedonia_interest,,,,,,,,,
B,V040,appetite_weight,,,,,,,,,
B,V040,concentration_psychomotor,,,,,,,,,
B,V040,depressed_mood,,,,,,,,,
B,V040,functioning_impairment,,,,,,,,,
B,V040,mental_health_history,,,,,,,,,
B,V040,protective_or_absent_symptom,,,,,,,,,
B,V040,self_worth_guilt,,,,,,,,,
B,V040,sleep_fatigue_energy,,,,,,,,,
B,V040,suicide_self_harm,,,,,,,,,
B,V022,anhedonia_interest,,,,,,,,,
B,V022,appetite_weight,,,,,,,,,
B,V022,concentration_psychomotor,,,,,,,,,
B,V022,depressed_mood,,,,,,,,,
B,V022,functioning_impairment,,,,,,,,,
B,V022,mental_health_history,,,,,,,,,
B,V022,protective_or_absent_symptom,,,,,,,,,
B,V022,self_worth_guilt,,,,,,,,,
B,V022,sleep_fatigue_energy,,,,,,,,,
B,V022,suicide_self_harm,,,,,,,,,
B,V005,anhedonia_interest,,,,,,,,,
B,V005,appetite_weight,,,,,,,,,
B,V005,concentration_psychomotor,,,,,,,,,
B,V005,depressed_mood,,,,,,,,,
B,V005,functioning_impairment,,,,,,,,,
B,V005,mental_health_history,,,,,,,,,
B,V005,protective_or_absent_symptom,,,,,,,,,
B,V005,self_worth_guilt,,,,,,,,,
B,V005,sleep_fatigue_energy,,,,,,,,,
B,V005,suicide_self_harm,,,,,,,,,
B,V028,anhedonia_interest,,,,,,,,,
B,V028,appetite_weight,,,,,,,,,
B,V028,concentration_psychomotor,,,,,,,,,
B,V028,depressed_mood,,,,,,,,,
B,V028,functioning_impairment,,,,,,,,,
B,V028,mental_health_history,,,,,,,,,
B,V028,protective_or_absent_symptom,,,,,,,,,
B,V028,self_worth_guilt,,,,,,,,,
B,V028,sleep_fatigue_energy,,,,,,,,,
B,V028,suicide_self_harm,,,,,,,,,
B,V007,anhedonia_interest,,,,,,,,,
B,V007,appetite_weight,,,,,,,,,
B,V007,concentration_psychomotor,,,,,,,,,
B,V007,depressed_mood,,,,,,,,,
B,V007,functioning_impairment,,,,,,,,,
B,V007,mental_health_history,,,,,,,,,
B,V007,protective_or_absent_symptom,,,,,,,,,
B,V007,self_worth_guilt,,,,,,,,,
B,V007,sleep_fatigue_energy,,,,,,,,,
B,V007,suicide_self_harm,,,,,,,,,
B,V025,anhedonia_interest,,,,,,,,,
B,V025,appetite_weight,,,,,,,,,
B,V025,concentration_psychomotor,,,,,,,,,
B,V025,depressed_mood,,,,,,,,,
B,V025,functioning_impairment,,,,,,,,,
B,V025,mental_health_history,,,,,,,,,
B,V025,protective_or_absent_symptom,,,,,,,,,
B,V025,self_worth_guilt,,,,,,,,,
B,V025,sleep_fatigue_energy,,,,,,,,,
B,V025,suicide_self_harm,,,,,,,,,
